[['person', 0.9187288284301758, 894, 675, 1013, 980]]
[['person', 0.9086416363716125, 896, 679, 1014, 977]]
[['person', 0.937982976436615, 899, 681, 1018, 981]]
[['person', 0.9336659908294678, 903, 685, 1020, 980]]
[['person', 0.9381879568099976, 906, 688, 1022, 984]]
[['person', 0.9004489779472351, 909, 690, 1023, 976]]
[['person', 0.9129669666290283, 912, 695, 1028, 984]]
[['person', 0.924952507019043, 913, 700, 1033, 985]]
[['person', 0.9393389821052551, 915, 704, 1044, 986]]
[['person', 0.9406583905220032, 922, 710, 1055, 988]]
[['person', 0.9140196442604065, 924, 713, 1066, 989]]
[['person', 0.9278650283813477, 922, 710, 1077, 990]]
[['person', 0.930077075958252, 922, 705, 1083, 991]]
[['person', 0.9341104626655579, 922, 700, 1083, 987]]
[['person', 0.9360385537147522, 924, 695, 1084, 987]]
[['person', 0.9328362941741943, 925, 692, 1081, 989]]
[['person', 0.9313433766365051, 927, 691, 1079, 992]]
[['person', 0.9272778630256653, 930, 692, 1076, 997]]
[['person', 0.9236366152763367, 933, 694, 1075, 1007]]
[['person', 0.9242384433746338, 931, 700, 1065, 1019]]
[['person', 0.9192270636558533, 932, 706, 1060, 1026]]
[['person', 0.9263709187507629, 922, 713, 1057, 1027]]
[['person', 0.9201005101203918, 920, 721, 1055, 1029]]
[['person', 0.9099069833755493, 938, 730, 1056, 1028]]
[['person', 0.8975303173065186, 922, 736, 1057, 1027]]
[['person', 0.9199036955833435, 929, 737, 1057, 1027]]
[['person', 0.9155986905097961, 936, 732, 1057, 1021]]
[['person', 0.924888551235199, 944, 728, 1058, 1022]]
[['person', 0.8843610882759094, 947, 725, 1061, 1023]]
[['person', 0.9254096150398254, 952, 721, 1063, 1027]]
[['person', 0.9254066944122314, 954, 721, 1068, 1028]]
[['person', 0.9226939082145691, 957, 723, 1072, 1017]]
[['person', 0.9143187999725342, 956, 726, 1077, 1029]]
[['person', 0.9119204878807068, 955, 731, 1082, 1036], ['person', 0.6451895833015442, 396, 1025, 490, 1079]]
[['person', 0.9085020422935486, 956, 737, 1088, 1040]]
[['person', 0.910635769367218, 955, 742, 1092, 1039], ['person', 0.7264513969421387, 398, 1016, 491, 1079]]
[['person', 0.9000812768936157, 955, 744, 1096, 1038], ['person', 0.7839230298995972, 400, 1011, 494, 1079]]
[['person', 0.8937894105911255, 958, 748, 1096, 1037], ['person', 0.7535247206687927, 404, 1007, 495, 1078]]
[['person', 0.9075999855995178, 964, 748, 1099, 1044], ['person', 0.6481619477272034, 405, 1004, 497, 1078]]
[['person', 0.9047569632530212, 972, 745, 1100, 1043], ['person', 0.6837530136108398, 409, 1001, 499, 1078]]
[['person', 0.916227400302887, 980, 744, 1100, 1035], ['person', 0.7195420265197754, 410, 999, 501, 1078]]
[['person', 0.9010739922523499, 988, 742, 1102, 1043], ['person', 0.7372006773948669, 411, 997, 504, 1078]]
[['person', 0.899479329586029, 990, 741, 1105, 1048], ['person', 0.8071076273918152, 412, 995, 509, 1079]]
[['person', 0.9060652852058411, 990, 742, 1107, 1041], ['person', 0.8409680128097534, 412, 992, 510, 1079]]
[['person', 0.9170936346054077, 990, 742, 1111, 1049], ['person', 0.8165017366409302, 414, 991, 531, 1079]]
[['person', 0.9252083897590637, 988, 745, 1114, 1054], ['person', 0.8685685396194458, 415, 989, 577, 1078]]
[['person', 0.9300157427787781, 987, 747, 1120, 1058], ['person', 0.8789000511169434, 415, 986, 595, 1079]]
[['person', 0.9338390231132507, 986, 749, 1122, 1065], ['person', 0.9008266925811768, 416, 985, 604, 1079]]
[['person', 0.9324721693992615, 986, 752, 1124, 1065], ['person', 0.894244372844696, 417, 984, 599, 1078]]
[['person', 0.9332281947135925, 986, 752, 1125, 1068], ['person', 0.9038367867469788, 420, 983, 587, 1079]]
