Name,Event,Mode,TP,FP,FN,TN
1_084_1,a video of a person lying motionless on the ground,2,0,0,168,65
2_069_1,a video of a person aggressively chasing another person,2,0,0,78,66
000214,a video of a person aggressively chasing another person,2,0,0,50,20
1_082_1,a video of a person aggressively chasing another person,2,0,0,31,52
3_093_1,a video of a person aggressively chasing another person,2,0,0,67,136
2_071_1,a video of a person aggressively chasing another person,2,0,0,72,102
3_080_1,a video of a person aggressively chasing another person,2,0,0,48,125
4_101_1,a video of a person aggressively chasing another person,2,0,0,76,61
4_108_1,a video of a person aggressively chasing another person,2,0,0,34,31
4_107_1,a video of a person aggressively chasing another person,2,0,0,45,98
000312,a video of a person aggressively chasing another person,2,0,0,54,45
4_114_1,a video of a person aggressively chasing another person,2,0,0,55,10
000235,a video of a person aggressively chasing another person,2,0,0,34,0
3_096_1,a video of a person aggressively chasing another person,2,11,0,26,46
1_073_1,a video of a person aggressively chasing another person,2,0,0,30,53
000307,a video of a person aggressively chasing another person,2,0,0,38,75
3_091_1,a video of a person aggressively chasing another person,2,0,0,34,79
000264,a video of a person aggressively chasing another person,2,0,0,60,47
4_083_1,a video of a person aggressively chasing another person,2,0,0,76,37
2_078_1,a video of a person aggressively chasing another person,2,0,0,30,54
2_077_1,a video of a person aggressively chasing another person,2,0,0,28,38
1_087_1,a video of a person aggressively chasing another person,2,0,0,28,67
000351,a video of a person aggressively chasing another person,2,0,0,47,29
000311,a video of a person aggressively chasing another person,2,0,0,50,2
D076_03,a video of a person aggressively chasing another person,2,0,0,78,266
000305,a video of a person aggressively chasing another person,2,0,0,48,31
000316,a video of a person aggressively chasing another person,2,1,1,41,32
2_088_1,a video of a person aggressively chasing another person,2,0,0,50,76
000212,a video of a person aggressively chasing another person,2,0,0,42,42
000231,a video of a person aggressively chasing another person,2,0,0,28,74
000356,a video of a person aggressively chasing another person,2,2,1,34,87
000257,a video of a person aggressively chasing another person,2,0,0,36,139
1_085_1,a video of a person aggressively chasing another person,2,0,0,357,296
2_083_1,a video of a person aggressively chasing another person,2,0,0,237,327
000281,a video of a person aggressively chasing another person,2,0,0,43,58
D036_07,a video of a person jumping high in the air with both feet,2,0,0,37,457
21,a video of a person jumping high in the air with both feet,2,0,0,7,2
1_092_1,a video of a person jumping high in the air with both feet,2,0,0,33,50
2_089_1,a video of a person jumping high in the air with both feet,2,0,0,111,93
07,a video of a person jumping high in the air with both feet,2,0,0,25,90
3_100_1,a video of a person jumping high in the air with both feet,2,0,0,76,37
08,a video of a person jumping high in the air with both feet,2,0,0,1,0
4_089_1,a video of a person accidentally falling to the ground,2,0,0,149,294
2_080_1,a video of a person accidentally falling to the ground,2,0,0,212,142
1_090_1,a video of a person accidentally falling to the ground,2,0,0,48,35
1_078_1,a video of a person accidentally falling to the ground,2,0,0,130,103
3_086_1,a video of a person accidentally falling to the ground,2,0,0,140,393
2_074_1,a video of a person accidentally falling to the ground,2,0,0,132,72
1_084_1,a video of a person accidentally falling to the ground,2,0,0,168,65
4_106_1,a video of a person gently guiding another person by the arm,2,0,0,70,67
D158_17,a video of a person gently guiding another person by the arm,2,0,0,177,88
3_098_1,a video of a person gently guiding another person by the arm,2,0,0,95,198
4_097_1,a video of a person gently guiding another person by the arm,2,0,0,131,1
1_089_1,a video of a person gently guiding another person by the arm,2,26,0,89,58
2_087_1,a video of a person gently guiding another person by the arm,2,0,0,50,94
4_095_1,a video of a person stealing other person,2,6,14,24,33
1_082_1,a video of a person stealing other person,2,0,0,31,52
4_084_1,a video of a person stealing other person,2,28,29,4,22
2_071_1,a video of a person stealing other person,2,0,0,72,102
3_080_1,a video of a person stealing other person,2,0,0,48,125
4_108_1,a video of a person stealing other person,2,16,29,18,2
3_081_1,a video of a person stealing other person,2,0,0,39,133
D077_01,a video of a person stealing other person,2,0,0,33,251
3_091_1,a video of a person stealing other person,2,0,0,34,79
4_083_1,a video of a person stealing other person,2,33,29,43,8
2_078_1,a video of a person stealing other person,2,0,0,30,54
D068_10,a video of a person stealing other person,2,0,0,28,131
D158_01,a video of a person stealing other person,2,0,8,20,271
2_070_1,a video of a person stealing other person,2,0,0,23,91
D077_03,a video of a person stealing other person,2,0,0,110,224
3_088_1,a video of a person deliberately throwing garbage on the ground,2,0,0,15,98
20,a video of a person deliberately throwing garbage on the ground,2,23,10,8,7
13,a video of a person deliberately throwing garbage on the ground,2,4,7,12,80
1_080_1,a video of a person deliberately throwing garbage on the ground,2,0,0,10,73
1_076_1,a video of a person deliberately throwing garbage on the ground,2,0,0,25,58
2_072_1,a video of a person deliberately throwing garbage on the ground,2,22,30,8,24
3_074_1,a video of a person deliberately throwing garbage on the ground,2,1,37,7,68
4_103_1,a video of a person deliberately throwing garbage on the ground,2,0,0,69,32
3_082_1,a video of a person deliberately throwing garbage on the ground,2,3,110,22,38
14,a video of a person deliberately throwing garbage on the ground,2,3,5,13,74
D031_07,a video of a person deliberately throwing garbage on the ground,2,0,0,28,111
2_092_1,a video of a person deliberately throwing garbage on the ground,2,0,14,10,60
1_074_1,a video of a person deliberately throwing garbage on the ground,2,0,0,21,62
3_095_1,a video of a person deliberately throwing garbage on the ground,2,42,30,27,44
3_084_1,a video of a person deliberately throwing garbage on the ground,2,7,63,25,45
1_086_1,a video of a person deliberately throwing garbage on the ground,2,5,0,61,77
4_099_1,a video of a person tripping over an obstacle,2,0,0,18,125
4_087_1,a video of a person tripping over an obstacle,2,0,0,53,36
2_081_1,a video of a person tripping over an obstacle,2,0,0,85,11
2_082_1,a video of a person tripping over an obstacle,2,0,0,31,233
4_098_1,a video of a person tripping over an obstacle,2,0,0,72,41
D148_04,a video of a person pickpocketing a wallet from someone's pocket,2,0,0,45,334
4_085_1,a video of a person pickpocketing a wallet from someone's pocket,2,0,0,22,55
3_083_1,a video of a person pickpocketing a wallet from someone's pocket,2,0,0,31,82
D149_05,a video of a person pickpocketing a wallet from someone's pocket,2,0,0,30,114
1_075_1,a video of a person pickpocketing a wallet from someone's pocket,2,0,0,20,63
4_086_1,a video of a person pickpocketing a wallet from someone's pocket,2,0,0,45,44
D158_13,a video of a person pickpocketing a wallet from someone's pocket,2,0,0,20,178
D149_07,a video of a person pickpocketing a wallet from someone's pocket,2,0,0,24,175
D149_03,a video of a person pickpocketing a wallet from someone's pocket,2,0,0,78,261
